id,name_ch,name,match_title,match_url
231,我何等愛耶穌,,我何等愛耶穌,https://www.hymnal.net/zh/hymn/ts/307
418,求主倒空我脫自己,,求主倒空我脫自己,https://www.hymnal.net/zh/hymn/ch/313
280,主你榮面是我所羨,,主你榮面是我所羨,https://www.hymnal.net/zh/hymn/ch/328
402,主我今背十架,,主我今背十架,https://www.hymnal.net/zh/hymn/ch/347
390,眾人湧進主的國度,,眾人湧進主的國度,https://www.hymnal.net/zh/hymn/ch/349
375,你若取去我的心愛,,你若取去我的心愛,https://www.hymnal.net/zh/hymn/ch/276
314,從我活出你的自己,,從我活出你的自己,https://www.hymnal.net/zh/hymn/ch/304
319,主愛長闊高深,,主愛長闊高深,https://www.hymnal.net/zh/hymn/ch/330
320,跟隨跟隨,,跟隨跟隨,https://www.hymnal.net/zh/hymn/ch/346
348,你名似膏香,,你名似膏香,https://www.hymnal.net/zh/hymn/ch/408
333,祂是一切最親,,祂是一切最親,https://www.hymnal.net/zh/hymn/ch/392
336,主我還有誰在天上,,主我還有誰在天上,https://www.hymnal.net/zh/hymn/ch/422
417,一生聰明未遇敵手,,一生聰明未遇敵手,https://www.hymnal.net/zh/hymn/ch/310
98,美哉善哉羔羊的新歌,,美哉善哉羔羊的新歌,https://www.hymnal.net/zh/hymn/ch/189
221,樂哉白白恩典,,樂哉白白恩典,https://www.hymnal.net/zh/hymn/ch/136
494,哦我魂可無恐,,哦我魂可無恐,https://www.hymnal.net/zh/hymn/ch/268
111,救主基督已復活,,救主基督已復活,https://www.hymnal.net/zh/hymn/ch/102
596,傳揚好信息,,傳揚好信息,https://www.hymnal.net/zh/hymn/ch/663
595,為你我今祈求,,為你我今祈求,https://www.hymnal.net/zh/hymn/ch/669
591,救主耶穌我的太陽,,救主耶穌我的太陽,https://www.hymnal.net/zh/hymn/ch/407
124,從前那戴荊棘的頭,,從前那戴荊棘的頭,https://www.hymnal.net/zh/hymn/ch/118
126,但願尊貴榮耀豐富,,但願尊貴榮耀豐富,https://www.hymnal.net/zh/hymn/ch/193
137,主你是神受膏者,,主你是神受膏者,https://www.hymnal.net/zh/hymn/ch/125
570,沒有間隔主,,沒有間隔主,https://www.hymnal.net/zh/hymn/ch/284
562,我有一位好朋友,,我有一位好朋友,https://www.hymnal.net/zh/hymn/ch/409
164,頌讚主尊名,,頌讚主尊名,https://www.hymnal.net/zh/hymn/ch/68
220,我是個罪人蒙主恩,,我是個罪人蒙主恩,https://www.hymnal.net/zh/hymn/ch/251
166,耶穌這名甜美芬芳,,耶穌這名甜美芬芳,https://www.hymnal.net/zh/hymn/ch/66
169,耶穌這名何其甘甜,,耶穌這名何其甘甜,https://www.hymnal.net/zh/hymn/ch/70
175,我們雖然時常搖動,,我們雖然時常搖動,https://www.hymnal.net/zh/hymn/ch/352
185,主愛新鮮又甘甜,,主愛新鮮又甘甜,https://www.hymnal.net/zh/hymn/ch/231
193,讚美不盡讚美,,讚美不盡讚美,https://www.hymnal.net/zh/hymn/ch/90
524,主耶穌我正等待,,主耶穌我正等待,https://www.hymnal.net/zh/hymn/ch/753
200,哦願我有千萬舌頭,,哦願我有千萬舌頭,https://www.hymnal.net/zh/hymn/ch/135
202,我們從前所有,,我們從前所有,https://www.hymnal.net/zh/hymn/ch/29
515,現今時候已不多,,現今時候已不多,https://www.hymnal.net/zh/hymn/ch/660
513,主已知道你的挫折,,主已知道你的挫折,https://www.hymnal.net/zh/hymn/ch/511
508,父我知道我的一生,,父我知道我的一生,https://www.hymnal.net/zh/hymn/ch/305
551,求主教我如何禱告,,求主教我如何禱告,https://www.hymnal.net/zh/hymn/ch/554
372,我若稍微偏離正路,,我若稍微偏離正路,https://www.hymnal.net/zh/hymn/ch/468
431,惟知道我所信的是誰,,惟知道我所信的,https://www.hymnal.net/zh/hymn/ch/259
479,祂帶領我,,祂帶領我祂帶領我,https://www.hymnal.net/zh/hymn/ch/404
105,愛救了我,,愛救了我愛救了我,https://www.hymnal.net/zh/hymn/ch/735
189,我們要從那裡說起,,我們要從那裏說起,https://www.hymnal.net/zh/hymn/ch/144
620,要及時,,豫備主來要及時,https://www.hymnal.net/zh/hymn/ts/920
381,讓我愛而不受感戴,,讓我愛,https://www.hymnal.net/zh/hymn/ts/428
172,耶穌竟然愛我,,我真歡樂因耶穌愛,https://www.hymnal.net/zh/hymn/ch/230
380,十字架的道路要犧牲,,這是十架道路,https://www.hymnal.net/zh/hymn/ch/462
327,今主耶穌滿足我心,,以前我心苦楚悲傷,https://www.hymnal.net/zh/hymn/ch/258
502,十架不會重逾祂恩典,,祂賜的十架雖然沉,https://www.hymnal.net/zh/hymn/ch/523
448,神必定顧念你,,應當住在神的翅下,https://www.hymnal.net/zh/hymn/ch/493
407,祂為我死,,哦耶穌我主我救主,https://www.hymnal.net/zh/hymn/ch/306
185,主的愛越久越深,,主愛新鮮又甘甜,https://www.hymnal.net/zh/hymn/ch/231
97,居榮美之地,,前在埃及為罪奴僕,https://www.hymnal.net/zh/hymn/ch/252
86,無他只有耶穌寶血,What can wash away my sin,,https://www.hymnal.net/en/hymn/h/1008
88,曾否在羔羊血洗清潔,Have you been to Jesus for the cleansing pow'r,,https://www.hymnal.net/en/hymn/h/1007
205,自耶穌來住在我心,What a wonderful change in my life has been wrought,,https://www.hymnal.net/en/hymn/h/309
345,我已揀選主耶穌,I've chosen the Lord Jesus,,https://www.hymnal.net/en/hymn/h/8438
384,領我去髑髏地,"King of my life, I crown Thee now",,https://www.hymnal.net/en/hymn/h/160
